,국가,광역권,지역명,규모구분,연도,월,분양가,평당분양가,평가,날짜
0,대한민국,수도권,서울,60㎡이하,2015,10,5652,1712,비쌈,2015-10-01 00:00:00
1,대한민국,수도권,서울,60㎡초과 85㎡이하,2015,10,5882,1782,비쌈,2015-10-01 00:00:00
2,대한민국,수도권,서울,85㎡초과 102㎡이하,2015,10,5721,1733,비쌈,2015-10-01 00:00:00
3,대한민국,수도권,서울,102㎡초과,2015,10,5879,1781,비쌈,2015-10-01 00:00:00
4,대한민국,수도권,인천,60㎡이하,2015,10,3488,1056,보통,2015-10-01 00:00:00
5,대한민국,수도권,인천,60㎡초과 85㎡이하,2015,10,3119,945,보통,2015-10-01 00:00:00
6,대한민국,수도권,인천,85㎡초과 102㎡이하,2015,10,3545,1074,보통,2015-10-01 00:00:00
7,대한민국,수도권,인천,102㎡초과,2015,10,3408,1032,보통,2015-10-01 00:00:00
8,대한민국,수도권,경기,60㎡이하,2015,10,3126,947,보통,2015-10-01 00:00:00
9,대한민국,수도권,경기,60㎡초과 85㎡이하,2015,10,3239,981,보통,2015-10-01 00:00:00
10,대한민국,수도권,경기,85㎡초과 102㎡이하,2015,10,3496,1059,보통,2015-10-01 00:00:00
11,대한민국,수도권,경기,102㎡초과,2015,10,3680,1115,보통,2015-10-01 00:00:00
12,대한민국,비수도권,부산,60㎡이하,2015,10,2950,893,보통,2015-10-01 00:00:00
13,대한민국,비수도권,부산,60㎡초과 85㎡이하,2015,10,2999,908,보통,2015-10-01 00:00:00
14,대한민국,비수도권,부산,85㎡초과 102㎡이하,2015,10,2957,896,보통,2015-10-01 00:00:00
15,대한민국,비수도권,부산,102㎡초과,2015,10,3500,1060,보통,2015-10-01 00:00:00
16,대한민국,비수도권,대구,60㎡이하,2015,10,2614,792,저렴,2015-10-01 00:00:00
17,대한민국,비수도권,대구,60㎡초과 85㎡이하,2015,10,2696,816,보통,2015-10-01 00:00:00
18,대한민국,비수도권,대구,85㎡초과 102㎡이하,2015,10,2557,774,저렴,2015-10-01 00:00:00
19,대한민국,비수도권,대구,102㎡초과,2015,10,2598,787,저렴,2015-10-01 00:00:00
20,대한민국,비수도권,광주,60㎡이하,2015,10,2253,682,저렴,2015-10-01 00:00:00
21,대한민국,비수도권,광주,60㎡초과 85㎡이하,2015,10,2439,739,저렴,2015-10-01 00:00:00
22,대한민국,비수도권,광주,85㎡초과 102㎡이하,2015,10,,,FALSE,2015-10-01 00:00:00
23,대한민국,비수도권,광주,102㎡초과,2015,10,,,FALSE,2015-10-01 00:00:00
24,대한민국,비수도권,대전,60㎡이하,2015,10,2585,783,저렴,2015-10-01 00:00:00
25,대한민국,비수도권,대전,60㎡초과 85㎡이하,2015,10,2428,735,저렴,2015-10-01 00:00:00
26,대한민국,비수도권,대전,85㎡초과 102㎡이하,2015,10,2461,745,저렴,2015-10-01 00:00:00
27,대한민국,비수도권,대전,102㎡초과,2015,10,,,FALSE,2015-10-01 00:00:00
28,대한민국,비수도권,울산,60㎡이하,2015,10,2422,733,저렴,2015-10-01 00:00:00
29,대한민국,비수도권,울산,60㎡초과 85㎡이하,2015,10,3040,921,보통,2015-10-01 00:00:00
30,대한민국,비수도권,울산,85㎡초과 102㎡이하,2015,10,2951,894,보통,2015-10-01 00:00:00
31,대한민국,비수도권,울산,102㎡초과,2015,10,2690,815,보통,2015-10-01 00:00:00
32,대한민국,비수도권,세종,60㎡이하,2015,10,2572,779,저렴,2015-10-01 00:00:00
33,대한민국,비수도권,세종,60㎡초과 85㎡이하,2015,10,2657,805,보통,2015-10-01 00:00:00
34,대한민국,비수도권,세종,85㎡초과 102㎡이하,2015,10,2644,801,보통,2015-10-01 00:00:00
35,대한민국,비수도권,세종,102㎡초과,2015,10,2692,815,보통,2015-10-01 00:00:00
36,대한민국,비수도권,강원,60㎡이하,2015,10,2286,692,저렴,2015-10-01 00:00:00
37,대한민국,비수도권,강원,60㎡초과 85㎡이하,2015,10,2212,670,저렴,2015-10-01 00:00:00
38,대한민국,비수도권,강원,85㎡초과 102㎡이하,2015,10,2061,624,저렴,2015-10-01 00:00:00
39,대한민국,비수도권,강원,102㎡초과,2015,10,2171,657,저렴,2015-10-01 00:00:00
40,대한민국,비수도권,충북,60㎡이하,2015,10,1919,581,저렴,2015-10-01 00:00:00
41,대한민국,비수도권,충북,60㎡초과 85㎡이하,2015,10,2033,616,저렴,2015-10-01 00:00:00
42,대한민국,비수도권,충북,85㎡초과 102㎡이하,2015,10,2102,636,저렴,2015-10-01 00:00:00
43,대한민국,비수도권,충북,102㎡초과,2015,10,2369,717,저렴,2015-10-01 00:00:00
44,대한민국,비수도권,충남,60㎡이하,2015,10,2206,668,저렴,2015-10-01 00:00:00
45,대한민국,비수도권,충남,60㎡초과 85㎡이하,2015,10,2101,636,저렴,2015-10-01 00:00:00
46,대한민국,비수도권,충남,85㎡초과 102㎡이하,2015,10,2743,831,보통,2015-10-01 00:00:00
47,대한민국,비수도권,충남,102㎡초과,2015,10,2442,740,저렴,2015-10-01 00:00:00
48,대한민국,비수도권,전북,60㎡이하,2015,10,2127,644,저렴,2015-10-01 00:00:00
49,대한민국,비수도권,전북,60㎡초과 85㎡이하,2015,10,2056,623,저렴,2015-10-01 00:00:00
50,대한민국,비수도권,전북,85㎡초과 102㎡이하,2015,10,2377,720,저렴,2015-10-01 00:00:00
51,대한민국,비수도권,전북,102㎡초과,2015,10,2250,681,저렴,2015-10-01 00:00:00
52,대한민국,비수도권,전남,60㎡이하,2015,10,1999,605,저렴,2015-10-01 00:00:00
53,대한민국,비수도권,전남,60㎡초과 85㎡이하,2015,10,1922,582,저렴,2015-10-01 00:00:00
54,대한민국,비수도권,전남,85㎡초과 102㎡이하,2015,10,2262,685,저렴,2015-10-01 00:00:00
55,대한민국,비수도권,전남,102㎡초과,2015,10,2292,694,저렴,2015-10-01 00:00:00
56,대한민국,비수도권,경북,60㎡이하,2015,10,2204,667,저렴,2015-10-01 00:00:00
57,대한민국,비수도권,경북,60㎡초과 85㎡이하,2015,10,2145,650,저렴,2015-10-01 00:00:00
58,대한민국,비수도권,경북,85㎡초과 102㎡이하,2015,10,2308,699,저렴,2015-10-01 00:00:00
59,대한민국,비수도권,경북,102㎡초과,2015,10,2222,673,저렴,2015-10-01 00:00:00
60,대한민국,비수도권,경남,60㎡이하,2015,10,2239,678,저렴,2015-10-01 00:00:00
61,대한민국,비수도권,경남,60㎡초과 85㎡이하,2015,10,2305,698,저렴,2015-10-01 00:00:00
62,대한민국,비수도권,경남,85㎡초과 102㎡이하,2015,10,2890,875,보통,2015-10-01 00:00:00
63,대한민국,비수도권,경남,102㎡초과,2015,10,3014,913,보통,2015-10-01 00:00:00
64,대한민국,비수도권,제주,60㎡이하,2015,10,,,FALSE,2015-10-01 00:00:00
65,대한민국,비수도권,제주,60㎡초과 85㎡이하,2015,10,2225,674,저렴,2015-10-01 00:00:00
66,대한민국,비수도권,제주,85㎡초과 102㎡이하,2015,10,2583,782,저렴,2015-10-01 00:00:00
67,대한민국,비수도권,제주,102㎡초과,2015,10,2574,780,저렴,2015-10-01 00:00:00
68,대한민국,수도권,서울,60㎡이하,2015,11,6320,1915,비쌈,2015-11-01 00:00:00
69,대한민국,수도권,서울,60㎡초과 85㎡이하,2015,11,5964,1807,비쌈,2015-11-01 00:00:00
70,대한민국,수도권,서울,85㎡초과 102㎡이하,2015,11,7092,2149,비쌈,2015-11-01 00:00:00
71,대한민국,수도권,서울,102㎡초과,2015,11,6551,1985,비쌈,2015-11-01 00:00:00
72,대한민국,수도권,인천,60㎡이하,2015,11,3328,1008,보통,2015-11-01 00:00:00
73,대한민국,수도권,인천,60㎡초과 85㎡이하,2015,11,3119,945,보통,2015-11-01 00:00:00
74,대한민국,수도권,인천,85㎡초과 102㎡이하,2015,11,3545,1074,보통,2015-11-01 00:00:00
75,대한민국,수도권,인천,102㎡초과,2015,11,3408,1032,보통,2015-11-01 00:00:00
76,대한민국,수도권,경기,60㎡이하,2015,11,3079,933,보통,2015-11-01 00:00:00
77,대한민국,수도권,경기,60㎡초과 85㎡이하,2015,11,3202,970,보통,2015-11-01 00:00:00
78,대한민국,수도권,경기,85㎡초과 102㎡이하,2015,11,3391,1027,보통,2015-11-01 00:00:00
79,대한민국,수도권,경기,102㎡초과,2015,11,3724,1128,보통,2015-11-01 00:00:00
80,대한민국,비수도권,부산,60㎡이하,2015,11,2982,903,보통,2015-11-01 00:00:00
81,대한민국,비수도권,부산,60㎡초과 85㎡이하,2015,11,3037,920,보통,2015-11-01 00:00:00
82,대한민국,비수도권,부산,85㎡초과 102㎡이하,2015,11,2957,896,보통,2015-11-01 00:00:00
83,대한민국,비수도권,부산,102㎡초과,2015,11,3739,1133,보통,2015-11-01 00:00:00
84,대한민국,비수도권,대구,60㎡이하,2015,11,2503,758,저렴,2015-11-01 00:00:00
85,대한민국,비수도권,대구,60㎡초과 85㎡이하,2015,11,2806,850,보통,2015-11-01 00:00:00
86,대한민국,비수도권,대구,85㎡초과 102㎡이하,2015,11,2557,774,저렴,2015-11-01 00:00:00
87,대한민국,비수도권,대구,102㎡초과,2015,11,2743,831,보통,2015-11-01 00:00:00
88,대한민국,비수도권,광주,60㎡이하,2015,11,2251,682,저렴,2015-11-01 00:00:00
89,대한민국,비수도권,광주,60㎡초과 85㎡이하,2015,11,2444,740,저렴,2015-11-01 00:00:00
90,대한민국,비수도권,광주,85㎡초과 102㎡이하,2015,11,,,FALSE,2015-11-01 00:00:00
91,대한민국,비수도권,광주,102㎡초과,2015,11,,,FALSE,2015-11-01 00:00:00
92,대한민국,비수도권,대전,60㎡이하,2015,11,2585,783,저렴,2015-11-01 00:00:00
93,대한민국,비수도권,대전,60㎡초과 85㎡이하,2015,11,2428,735,저렴,2015-11-01 00:00:00
94,대한민국,비수도권,대전,85㎡초과 102㎡이하,2015,11,2461,745,저렴,2015-11-01 00:00:00
95,대한민국,비수도권,대전,102㎡초과,2015,11,,,FALSE,2015-11-01 00:00:00
96,대한민국,비수도권,울산,60㎡이하,2015,11,2584,783,저렴,2015-11-01 00:00:00
97,대한민국,비수도권,울산,60㎡초과 85㎡이하,2015,11,3048,923,보통,2015-11-01 00:00:00
98,대한민국,비수도권,울산,85㎡초과 102㎡이하,2015,11,2663,806,보통,2015-11-01 00:00:00
99,대한민국,비수도권,울산,102㎡초과,2015,11,2874,870,보통,2015-11-01 00:00:00
100,대한민국,비수도권,세종,60㎡이하,2015,11,2572,779,저렴,2015-11-01 00:00:00
101,대한민국,비수도권,세종,60㎡초과 85㎡이하,2015,11,2666,807,보통,2015-11-01 00:00:00
102,대한민국,비수도권,세종,85㎡초과 102㎡이하,2015,11,2644,801,보통,2015-11-01 00:00:00
103,대한민국,비수도권,세종,102㎡초과,2015,11,2749,833,보통,2015-11-01 00:00:00
104,대한민국,비수도권,강원,60㎡이하,2015,11,2292,694,저렴,2015-11-01 00:00:00
105,대한민국,비수도권,강원,60㎡초과 85㎡이하,2015,11,2193,664,저렴,2015-11-01 00:00:00
106,대한민국,비수도권,강원,85㎡초과 102㎡이하,2015,11,2061,624,저렴,2015-11-01 00:00:00
107,대한민국,비수도권,강원,102㎡초과,2015,11,2171,657,저렴,2015-11-01 00:00:00
108,대한민국,비수도권,충북,60㎡이하,2015,11,1921,582,저렴,2015-11-01 00:00:00
109,대한민국,비수도권,충북,60㎡초과 85㎡이하,2015,11,2015,610,저렴,2015-11-01 00:00:00
110,대한민국,비수도권,충북,85㎡초과 102㎡이하,2015,11,1868,566,저렴,2015-11-01 00:00:00
111,대한민국,비수도권,충북,102㎡초과,2015,11,2277,690,저렴,2015-11-01 00:00:00
112,대한민국,비수도권,충남,60㎡이하,2015,11,2214,670,저렴,2015-11-01 00:00:00
113,대한민국,비수도권,충남,60㎡초과 85㎡이하,2015,11,2105,637,저렴,2015-11-01 00:00:00
114,대한민국,비수도권,충남,85㎡초과 102㎡이하,2015,11,2523,764,저렴,2015-11-01 00:00:00
115,대한민국,비수도권,충남,102㎡초과,2015,11,2468,747,저렴,2015-11-01 00:00:00
116,대한민국,비수도권,전북,60㎡이하,2015,11,2129,645,저렴,2015-11-01 00:00:00
117,대한민국,비수도권,전북,60㎡초과 85㎡이하,2015,11,2057,623,저렴,2015-11-01 00:00:00
118,대한민국,비수도권,전북,85㎡초과 102㎡이하,2015,11,2377,720,저렴,2015-11-01 00:00:00
119,대한민국,비수도권,전북,102㎡초과,2015,11,2282,691,저렴,2015-11-01 00:00:00
120,대한민국,비수도권,전남,60㎡이하,2015,11,1999,605,저렴,2015-11-01 00:00:00
121,대한민국,비수도권,전남,60㎡초과 85㎡이하,2015,11,1906,577,저렴,2015-11-01 00:00:00
122,대한민국,비수도권,전남,85㎡초과 102㎡이하,2015,11,2262,685,저렴,2015-11-01 00:00:00
123,대한민국,비수도권,전남,102㎡초과,2015,11,2176,659,저렴,2015-11-01 00:00:00
124,대한민국,비수도권,경북,60㎡이하,2015,11,2210,669,저렴,2015-11-01 00:00:00
125,대한민국,비수도권,경북,60㎡초과 85㎡이하,2015,11,2186,662,저렴,2015-11-01 00:00:00
126,대한민국,비수도권,경북,85㎡초과 102㎡이하,2015,11,2516,762,저렴,2015-11-01 00:00:00
127,대한민국,비수도권,경북,102㎡초과,2015,11,2370,718,저렴,2015-11-01 00:00:00
128,대한민국,비수도권,경남,60㎡이하,2015,11,2200,666,저렴,2015-11-01 00:00:00
129,대한민국,비수도권,경남,60㎡초과 85㎡이하,2015,11,2322,703,저렴,2015-11-01 00:00:00
130,대한민국,비수도권,경남,85㎡초과 102㎡이하,2015,11,2980,903,보통,2015-11-01 00:00:00
131,대한민국,비수도권,경남,102㎡초과,2015,11,3043,922,보통,2015-11-01 00:00:00
132,대한민국,비수도권,제주,60㎡이하,2015,11,,,FALSE,2015-11-01 00:00:00
133,대한민국,비수도권,제주,60㎡초과 85㎡이하,2015,11,2225,674,저렴,2015-11-01 00:00:00
134,대한민국,비수도권,제주,85㎡초과 102㎡이하,2015,11,2583,782,저렴,2015-11-01 00:00:00
135,대한민국,비수도권,제주,102㎡초과,2015,11,2574,780,저렴,2015-11-01 00:00:00
136,대한민국,수도권,서울,60㎡이하,2015,12,6321,1915,비쌈,2015-12-01 00:00:00
137,대한민국,수도권,서울,60㎡초과 85㎡이하,2015,12,5966,1807,비쌈,2015-12-01 00:00:00
138,대한민국,수도권,서울,85㎡초과 102㎡이하,2015,12,6513,1973,비쌈,2015-12-01 00:00:00
139,대한민국,수도권,서울,102㎡초과,2015,12,6551,1985,비쌈,2015-12-01 00:00:00
140,대한민국,수도권,인천,60㎡이하,2015,12,3328,1008,보통,2015-12-01 00:00:00
141,대한민국,수도권,인천,60㎡초과 85㎡이하,2015,12,3119,945,보통,2015-12-01 00:00:00
142,대한민국,수도권,인천,85㎡초과 102㎡이하,2015,12,3545,1074,보통,2015-12-01 00:00:00
143,대한민국,수도권,인천,102㎡초과,2015,12,3408,1032,보통,2015-12-01 00:00:00
144,대한민국,수도권,경기,60㎡이하,2015,12,3293,997,보통,2015-12-01 00:00:00
145,대한민국,수도권,경기,60㎡초과 85㎡이하,2015,12,3314,1004,보통,2015-12-01 00:00:00
146,대한민국,수도권,경기,85㎡초과 102㎡이하,2015,12,3449,1045,보통,2015-12-01 00:00:00
147,대한민국,수도권,경기,102㎡초과,2015,12,3850,1166,보통,2015-12-01 00:00:00
148,대한민국,비수도권,부산,60㎡이하,2015,12,2951,894,보통,2015-12-01 00:00:00
149,대한민국,비수도권,부산,60㎡초과 85㎡이하,2015,12,3032,918,보통,2015-12-01 00:00:00
150,대한민국,비수도권,부산,85㎡초과 102㎡이하,2015,12,2957,896,보통,2015-12-01 00:00:00
151,대한민국,비수도권,부산,102㎡초과,2015,12,3739,1133,보통,2015-12-01 00:00:00
152,대한민국,비수도권,대구,60㎡이하,2015,12,3282,994,보통,2015-12-01 00:00:00
153,대한민국,비수도권,대구,60㎡초과 85㎡이하,2015,12,2971,900,보통,2015-12-01 00:00:00
154,대한민국,비수도권,대구,85㎡초과 102㎡이하,2015,12,2532,767,저렴,2015-12-01 00:00:00
155,대한민국,비수도권,대구,102㎡초과,2015,12,2743,831,보통,2015-12-01 00:00:00
156,대한민국,비수도권,광주,60㎡이하,2015,12,2395,725,저렴,2015-12-01 00:00:00
157,대한민국,비수도권,광주,60㎡초과 85㎡이하,2015,12,2489,754,저렴,2015-12-01 00:00:00
158,대한민국,비수도권,광주,85㎡초과 102㎡이하,2015,12,,,FALSE,2015-12-01 00:00:00
159,대한민국,비수도권,광주,102㎡초과,2015,12,,,FALSE,2015-12-01 00:00:00
160,대한민국,비수도권,대전,60㎡이하,2015,12,2585,783,저렴,2015-12-01 00:00:00
161,대한민국,비수도권,대전,60㎡초과 85㎡이하,2015,12,2428,735,저렴,2015-12-01 00:00:00
162,대한민국,비수도권,대전,85㎡초과 102㎡이하,2015,12,2461,745,저렴,2015-12-01 00:00:00
163,대한민국,비수도권,대전,102㎡초과,2015,12,,,FALSE,2015-12-01 00:00:00
164,대한민국,비수도권,울산,60㎡이하,2015,12,2584,783,저렴,2015-12-01 00:00:00
165,대한민국,비수도권,울산,60㎡초과 85㎡이하,2015,12,3048,923,보통,2015-12-01 00:00:00
166,대한민국,비수도권,울산,85㎡초과 102㎡이하,2015,12,2663,806,보통,2015-12-01 00:00:00
167,대한민국,비수도권,울산,102㎡초과,2015,12,2874,870,보통,2015-12-01 00:00:00
168,대한민국,비수도권,세종,60㎡이하,2015,12,2601,788,저렴,2015-12-01 00:00:00
169,대한민국,비수도권,세종,60㎡초과 85㎡이하,2015,12,2676,810,보통,2015-12-01 00:00:00
170,대한민국,비수도권,세종,85㎡초과 102㎡이하,2015,12,2661,806,보통,2015-12-01 00:00:00
171,대한민국,비수도권,세종,102㎡초과,2015,12,2752,833,보통,2015-12-01 00:00:00
172,대한민국,비수도권,강원,60㎡이하,2015,12,2292,694,저렴,2015-12-01 00:00:00
173,대한민국,비수도권,강원,60㎡초과 85㎡이하,2015,12,2193,664,저렴,2015-12-01 00:00:00
174,대한민국,비수도권,강원,85㎡초과 102㎡이하,2015,12,2061,624,저렴,2015-12-01 00:00:00
175,대한민국,비수도권,강원,102㎡초과,2015,12,2171,657,저렴,2015-12-01 00:00:00
176,대한민국,비수도권,충북,60㎡이하,2015,12,1941,588,저렴,2015-12-01 00:00:00
177,대한민국,비수도권,충북,60㎡초과 85㎡이하,2015,12,2017,611,저렴,2015-12-01 00:00:00
178,대한민국,비수도권,충북,85㎡초과 102㎡이하,2015,12,2276,689,저렴,2015-12-01 00:00:00
179,대한민국,비수도권,충북,102㎡초과,2015,12,2261,685,저렴,2015-12-01 00:00:00
180,대한민국,비수도권,충남,60㎡이하,2015,12,2438,738,저렴,2015-12-01 00:00:00
181,대한민국,비수도권,충남,60㎡초과 85㎡이하,2015,12,2279,690,저렴,2015-12-01 00:00:00
182,대한민국,비수도권,충남,85㎡초과 102㎡이하,2015,12,2523,764,저렴,2015-12-01 00:00:00
183,대한민국,비수도권,충남,102㎡초과,2015,12,2444,740,저렴,2015-12-01 00:00:00
184,대한민국,비수도권,전북,60㎡이하,2015,12,1925,583,저렴,2015-12-01 00:00:00
185,대한민국,비수도권,전북,60㎡초과 85㎡이하,2015,12,1987,602,저렴,2015-12-01 00:00:00
186,대한민국,비수도권,전북,85㎡초과 102㎡이하,2015,12,2377,720,저렴,2015-12-01 00:00:00
187,대한민국,비수도권,전북,102㎡초과,2015,12,2282,691,저렴,2015-12-01 00:00:00
188,대한민국,비수도권,전남,60㎡이하,2015,12,1999,605,저렴,2015-12-01 00:00:00
189,대한민국,비수도권,전남,60㎡초과 85㎡이하,2015,12,1906,577,저렴,2015-12-01 00:00:00
190,대한민국,비수도권,전남,85㎡초과 102㎡이하,2015,12,2262,685,저렴,2015-12-01 00:00:00
191,대한민국,비수도권,전남,102㎡초과,2015,12,2176,659,저렴,2015-12-01 00:00:00
192,대한민국,비수도권,경북,60㎡이하,2015,12,2178,660,저렴,2015-12-01 00:00:00
193,대한민국,비수도권,경북,60㎡초과 85㎡이하,2015,12,2184,661,저렴,2015-12-01 00:00:00
194,대한민국,비수도권,경북,85㎡초과 102㎡이하,2015,12,2516,762,저렴,2015-12-01 00:00:00
195,대한민국,비수도권,경북,102㎡초과,2015,12,2370,718,저렴,2015-12-01 00:00:00
196,대한민국,비수도권,경남,60㎡이하,2015,12,2280,690,저렴,2015-12-01 00:00:00
197,대한민국,비수도권,경남,60㎡초과 85㎡이하,2015,12,2329,705,저렴,2015-12-01 00:00:00
198,대한민국,비수도권,경남,85㎡초과 102㎡이하,2015,12,2934,889,보통,2015-12-01 00:00:00
199,대한민국,비수도권,경남,102㎡초과,2015,12,3019,914,보통,2015-12-01 00:00:00
200,대한민국,비수도권,제주,60㎡이하,2015,12,,,FALSE,2015-12-01 00:00:00
201,대한민국,비수도권,제주,60㎡초과 85㎡이하,2015,12,2260,684,저렴,2015-12-01 00:00:00
202,대한민국,비수도권,제주,85㎡초과 102㎡이하,2015,12,2583,782,저렴,2015-12-01 00:00:00
203,대한민국,비수도권,제주,102㎡초과,2015,12,2574,780,저렴,2015-12-01 00:00:00
204,대한민국,수도권,서울,60㎡이하,2016,1,6427,1947,비쌈,2016-01-01 00:00:00
205,대한민국,수도권,서울,60㎡초과 85㎡이하,2016,1,6036,1829,비쌈,2016-01-01 00:00:00
206,대한민국,수도권,서울,85㎡초과 102㎡이하,2016,1,6513,1973,비쌈,2016-01-01 00:00:00
207,대한민국,수도권,서울,102㎡초과,2016,1,6551,1985,비쌈,2016-01-01 00:00:00
208,대한민국,수도권,인천,60㎡이하,2016,1,3328,1008,보통,2016-01-01 00:00:00
209,대한민국,수도권,인천,60㎡초과 85㎡이하,2016,1,3110,942,보통,2016-01-01 00:00:00
210,대한민국,수도권,인천,85㎡초과 102㎡이하,2016,1,3545,1074,보통,2016-01-01 00:00:00
211,대한민국,수도권,인천,102㎡초과,2016,1,3408,1032,보통,2016-01-01 00:00:00
212,대한민국,수도권,경기,60㎡이하,2016,1,3293,997,보통,2016-01-01 00:00:00
213,대한민국,수도권,경기,60㎡초과 85㎡이하,2016,1,3313,1003,보통,2016-01-01 00:00:00
214,대한민국,수도권,경기,85㎡초과 102㎡이하,2016,1,3450,1045,보통,2016-01-01 00:00:00
215,대한민국,수도권,경기,102㎡초과,2016,1,3850,1166,보통,2016-01-01 00:00:00
216,대한민국,비수도권,부산,60㎡이하,2016,1,2951,894,보통,2016-01-01 00:00:00
217,대한민국,비수도권,부산,60㎡초과 85㎡이하,2016,1,3057,926,보통,2016-01-01 00:00:00
218,대한민국,비수도권,부산,85㎡초과 102㎡이하,2016,1,2957,896,보통,2016-01-01 00:00:00
219,대한민국,비수도권,부산,102㎡초과,2016,1,3812,1155,보통,2016-01-01 00:00:00
220,대한민국,비수도권,대구,60㎡이하,2016,1,3341,1012,보통,2016-01-01 00:00:00
221,대한민국,비수도권,대구,60㎡초과 85㎡이하,2016,1,3103,940,보통,2016-01-01 00:00:00
222,대한민국,비수도권,대구,85㎡초과 102㎡이하,2016,1,2532,767,저렴,2016-01-01 00:00:00
223,대한민국,비수도권,대구,102㎡초과,2016,1,2743,831,보통,2016-01-01 00:00:00
224,대한민국,비수도권,광주,60㎡이하,2016,1,2395,725,저렴,2016-01-01 00:00:00
225,대한민국,비수도권,광주,60㎡초과 85㎡이하,2016,1,2582,782,저렴,2016-01-01 00:00:00
226,대한민국,비수도권,광주,85㎡초과 102㎡이하,2016,1,,,FALSE,2016-01-01 00:00:00
227,대한민국,비수도권,광주,102㎡초과,2016,1,,,FALSE,2016-01-01 00:00:00
228,대한민국,비수도권,대전,60㎡이하,2016,1,2585,783,저렴,2016-01-01 00:00:00
229,대한민국,비수도권,대전,60㎡초과 85㎡이하,2016,1,2428,735,저렴,2016-01-01 00:00:00
230,대한민국,비수도권,대전,85㎡초과 102㎡이하,2016,1,2461,745,저렴,2016-01-01 00:00:00
231,대한민국,비수도권,대전,102㎡초과,2016,1,,,FALSE,2016-01-01 00:00:00
232,대한민국,비수도권,울산,60㎡이하,2016,1,2584,783,저렴,2016-01-01 00:00:00
233,대한민국,비수도권,울산,60㎡초과 85㎡이하,2016,1,3053,925,보통,2016-01-01 00:00:00
234,대한민국,비수도권,울산,85㎡초과 102㎡이하,2016,1,2663,806,보통,2016-01-01 00:00:00
235,대한민국,비수도권,울산,102㎡초과,2016,1,2874,870,보통,2016-01-01 00:00:00
236,대한민국,비수도권,세종,60㎡이하,2016,1,2601,788,저렴,2016-01-01 00:00:00
237,대한민국,비수도권,세종,60㎡초과 85㎡이하,2016,1,2676,810,보통,2016-01-01 00:00:00
238,대한민국,비수도권,세종,85㎡초과 102㎡이하,2016,1,2661,806,보통,2016-01-01 00:00:00
239,대한민국,비수도권,세종,102㎡초과,2016,1,2752,833,보통,2016-01-01 00:00:00
240,대한민국,비수도권,강원,60㎡이하,2016,1,2290,693,저렴,2016-01-01 00:00:00
241,대한민국,비수도권,강원,60㎡초과 85㎡이하,2016,1,2199,666,저렴,2016-01-01 00:00:00
242,대한민국,비수도권,강원,85㎡초과 102㎡이하,2016,1,2061,624,저렴,2016-01-01 00:00:00
243,대한민국,비수도권,강원,102㎡초과,2016,1,2171,657,저렴,2016-01-01 00:00:00
244,대한민국,비수도권,충북,60㎡이하,2016,1,1952,591,저렴,2016-01-01 00:00:00
245,대한민국,비수도권,충북,60㎡초과 85㎡이하,2016,1,2021,612,저렴,2016-01-01 00:00:00
246,대한민국,비수도권,충북,85㎡초과 102㎡이하,2016,1,2276,689,저렴,2016-01-01 00:00:00
247,대한민국,비수도권,충북,102㎡초과,2016,1,2261,685,저렴,2016-01-01 00:00:00
248,대한민국,비수도권,충남,60㎡이하,2016,1,2481,751,저렴,2016-01-01 00:00:00
249,대한민국,비수도권,충남,60㎡초과 85㎡이하,2016,1,2281,691,저렴,2016-01-01 00:00:00
250,대한민국,비수도권,충남,85㎡초과 102㎡이하,2016,1,2541,770,저렴,2016-01-01 00:00:00
251,대한민국,비수도권,충남,102㎡초과,2016,1,2444,740,저렴,2016-01-01 00:00:00
252,대한민국,비수도권,전북,60㎡이하,2016,1,1908,578,저렴,2016-01-01 00:00:00
253,대한민국,비수도권,전북,60㎡초과 85㎡이하,2016,1,1987,602,저렴,2016-01-01 00:00:00
254,대한민국,비수도권,전북,85㎡초과 102㎡이하,2016,1,2377,720,저렴,2016-01-01 00:00:00
255,대한민국,비수도권,전북,102㎡초과,2016,1,2282,691,저렴,2016-01-01 00:00:00
256,대한민국,비수도권,전남,60㎡이하,2016,1,1999,605,저렴,2016-01-01 00:00:00
257,대한민국,비수도권,전남,60㎡초과 85㎡이하,2016,1,1906,577,저렴,2016-01-01 00:00:00
258,대한민국,비수도권,전남,85㎡초과 102㎡이하,2016,1,2262,685,저렴,2016-01-01 00:00:00
259,대한민국,비수도권,전남,102㎡초과,2016,1,2176,659,저렴,2016-01-01 00:00:00
260,대한민국,비수도권,경북,60㎡이하,2016,1,2178,660,저렴,2016-01-01 00:00:00
261,대한민국,비수도권,경북,60㎡초과 85㎡이하,2016,1,2185,662,저렴,2016-01-01 00:00:00
262,대한민국,비수도권,경북,85㎡초과 102㎡이하,2016,1,2516,762,저렴,2016-01-01 00:00:00
263,대한민국,비수도권,경북,102㎡초과,2016,1,2346,710,저렴,2016-01-01 00:00:00
264,대한민국,비수도권,경남,60㎡이하,2016,1,2270,687,저렴,2016-01-01 00:00:00
265,대한민국,비수도권,경남,60㎡초과 85㎡이하,2016,1,2348,711,저렴,2016-01-01 00:00:00
266,대한민국,비수도권,경남,85㎡초과 102㎡이하,2016,1,2925,886,보통,2016-01-01 00:00:00
267,대한민국,비수도권,경남,102㎡초과,2016,1,2828,856,보통,2016-01-01 00:00:00
