,국가,광역권,지역명,규모구분,연도,월,분양가,평당분양가,평가,날짜
1422,대한민국,비수도권,경남,85㎡초과 102㎡이하,2017,6,3042,921,보통,2017-06-01 00:00:00
1423,대한민국,비수도권,경남,102㎡초과,2017,6,2811,851,보통,2017-06-01 00:00:00
1424,대한민국,비수도권,제주,60㎡이하,2017,6,4630,1403,보통,2017-06-01 00:00:00
1425,대한민국,비수도권,제주,60㎡초과 85㎡이하,2017,6,3249,984,보통,2017-06-01 00:00:00
1426,대한민국,비수도권,제주,85㎡초과 102㎡이하,2017,6,4809,1457,보통,2017-06-01 00:00:00
1427,대한민국,비수도권,제주,102㎡초과,2017,6,4800,1454,보통,2017-06-01 00:00:00
1428,대한민국,수도권,서울,60㎡이하,2017,7,6510,1972,비쌈,2017-07-01 00:00:00
1429,대한민국,수도권,서울,60㎡초과 85㎡이하,2017,7,6342,1921,비쌈,2017-07-01 00:00:00
1430,대한민국,수도권,서울,85㎡초과 102㎡이하,2017,7,7126,2159,비쌈,2017-07-01 00:00:00
1431,대한민국,수도권,서울,102㎡초과,2017,7,6734,2040,비쌈,2017-07-01 00:00:00
1432,대한민국,수도권,인천,60㎡이하,2017,7,3272,991,보통,2017-07-01 00:00:00
1433,대한민국,수도권,인천,60㎡초과 85㎡이하,2017,7,3323,1006,보통,2017-07-01 00:00:00
1434,대한민국,수도권,인천,85㎡초과 102㎡이하,2017,7,3427,1038,보통,2017-07-01 00:00:00
1435,대한민국,수도권,인천,102㎡초과,2017,7,4518,1369,보통,2017-07-01 00:00:00
1436,대한민국,수도권,경기,60㎡이하,2017,7,3707,1123,보통,2017-07-01 00:00:00
1437,대한민국,수도권,경기,60㎡초과 85㎡이하,2017,7,3624,1098,보통,2017-07-01 00:00:00
1438,대한민국,수도권,경기,85㎡초과 102㎡이하,2017,7,3605,1092,보통,2017-07-01 00:00:00
1439,대한민국,수도권,경기,102㎡초과,2017,7,4065,1231,보통,2017-07-01 00:00:00
1440,대한민국,비수도권,부산,60㎡이하,2017,7,3277,993,보통,2017-07-01 00:00:00
1441,대한민국,비수도권,부산,60㎡초과 85㎡이하,2017,7,3718,1126,보통,2017-07-01 00:00:00
1442,대한민국,비수도권,부산,85㎡초과 102㎡이하,2017,7,3492,1058,보통,2017-07-01 00:00:00
1443,대한민국,비수도권,부산,102㎡초과,2017,7,3378,1023,보통,2017-07-01 00:00:00
1444,대한민국,비수도권,대구,60㎡이하,2017,7,3555,1077,보통,2017-07-01 00:00:00
1445,대한민국,비수도권,대구,60㎡초과 85㎡이하,2017,7,3887,1177,보통,2017-07-01 00:00:00
1446,대한민국,비수도권,대구,85㎡초과 102㎡이하,2017,7,,,FALSE,2017-07-01 00:00:00
1447,대한민국,비수도권,대구,102㎡초과,2017,7,4712,1427,보통,2017-07-01 00:00:00
1448,대한민국,비수도권,광주,60㎡이하,2017,7,,,FALSE,2017-07-01 00:00:00
1449,대한민국,비수도권,광주,60㎡초과 85㎡이하,2017,7,2881,873,보통,2017-07-01 00:00:00
1450,대한민국,비수도권,광주,85㎡초과 102㎡이하,2017,7,2880,872,보통,2017-07-01 00:00:00
1451,대한민국,비수도권,광주,102㎡초과,2017,7,3358,1017,보통,2017-07-01 00:00:00
1452,대한민국,비수도권,대전,60㎡이하,2017,7,2849,863,보통,2017-07-01 00:00:00
1453,대한민국,비수도권,대전,60㎡초과 85㎡이하,2017,7,2699,817,보통,2017-07-01 00:00:00
1454,대한민국,비수도권,대전,85㎡초과 102㎡이하,2017,7,2834,858,보통,2017-07-01 00:00:00
1455,대한민국,비수도권,대전,102㎡초과,2017,7,4328,1311,보통,2017-07-01 00:00:00
1456,대한민국,비수도권,울산,60㎡이하,2017,7,2904,880,보통,2017-07-01 00:00:00
1457,대한민국,비수도권,울산,60㎡초과 85㎡이하,2017,7,3594,1089,보통,2017-07-01 00:00:00
1458,대한민국,비수도권,울산,85㎡초과 102㎡이하,2017,7,,,FALSE,2017-07-01 00:00:00
1459,대한민국,비수도권,울산,102㎡초과,2017,7,3137,950,보통,2017-07-01 00:00:00
1460,대한민국,비수도권,세종,60㎡이하,2017,7,2779,842,보통,2017-07-01 00:00:00
1461,대한민국,비수도권,세종,60㎡초과 85㎡이하,2017,7,2703,819,보통,2017-07-01 00:00:00
1462,대한민국,비수도권,세종,85㎡초과 102㎡이하,2017,7,2787,844,보통,2017-07-01 00:00:00
1463,대한민국,비수도권,세종,102㎡초과,2017,7,2713,822,보통,2017-07-01 00:00:00
1464,대한민국,비수도권,강원,60㎡이하,2017,7,2167,656,저렴,2017-07-01 00:00:00
1465,대한민국,비수도권,강원,60㎡초과 85㎡이하,2017,7,2141,648,저렴,2017-07-01 00:00:00
1466,대한민국,비수도권,강원,85㎡초과 102㎡이하,2017,7,2221,673,저렴,2017-07-01 00:00:00
1467,대한민국,비수도권,강원,102㎡초과,2017,7,2401,727,저렴,2017-07-01 00:00:00
1468,대한민국,비수도권,충북,60㎡이하,2017,7,2162,655,저렴,2017-07-01 00:00:00
1469,대한민국,비수도권,충북,60㎡초과 85㎡이하,2017,7,2041,618,저렴,2017-07-01 00:00:00
1470,대한민국,비수도권,충북,85㎡초과 102㎡이하,2017,7,2563,776,저렴,2017-07-01 00:00:00
1471,대한민국,비수도권,충북,102㎡초과,2017,7,2500,757,저렴,2017-07-01 00:00:00
1472,대한민국,비수도권,충남,60㎡이하,2017,7,2355,713,저렴,2017-07-01 00:00:00
1473,대한민국,비수도권,충남,60㎡초과 85㎡이하,2017,7,2267,686,저렴,2017-07-01 00:00:00
1474,대한민국,비수도권,충남,85㎡초과 102㎡이하,2017,7,2963,897,보통,2017-07-01 00:00:00
1475,대한민국,비수도권,충남,102㎡초과,2017,7,2560,775,저렴,2017-07-01 00:00:00
1476,대한민국,비수도권,전북,60㎡이하,2017,7,2374,719,저렴,2017-07-01 00:00:00
1477,대한민국,비수도권,전북,60㎡초과 85㎡이하,2017,7,2194,664,저렴,2017-07-01 00:00:00
1478,대한민국,비수도권,전북,85㎡초과 102㎡이하,2017,7,2456,744,저렴,2017-07-01 00:00:00
1479,대한민국,비수도권,전북,102㎡초과,2017,7,2281,691,저렴,2017-07-01 00:00:00
1480,대한민국,비수도권,전남,60㎡이하,2017,7,2151,651,저렴,2017-07-01 00:00:00
1481,대한민국,비수도권,전남,60㎡초과 85㎡이하,2017,7,2153,652,저렴,2017-07-01 00:00:00
1482,대한민국,비수도권,전남,85㎡초과 102㎡이하,2017,7,2291,694,저렴,2017-07-01 00:00:00
1483,대한민국,비수도권,전남,102㎡초과,2017,7,2197,665,저렴,2017-07-01 00:00:00
1484,대한민국,비수도권,경북,60㎡이하,2017,7,2390,724,저렴,2017-07-01 00:00:00
1485,대한민국,비수도권,경북,60㎡초과 85㎡이하,2017,7,2376,720,저렴,2017-07-01 00:00:00
1486,대한민국,비수도권,경북,85㎡초과 102㎡이하,2017,7,2690,815,보통,2017-07-01 00:00:00
1487,대한민국,비수도권,경북,102㎡초과,2017,7,2674,810,보통,2017-07-01 00:00:00
1488,대한민국,비수도권,경남,60㎡이하,2017,7,2562,776,저렴,2017-07-01 00:00:00
1489,대한민국,비수도권,경남,60㎡초과 85㎡이하,2017,7,2450,742,저렴,2017-07-01 00:00:00
1490,대한민국,비수도권,경남,85㎡초과 102㎡이하,2017,7,3042,921,보통,2017-07-01 00:00:00
1491,대한민국,비수도권,경남,102㎡초과,2017,7,2826,856,보통,2017-07-01 00:00:00
1492,대한민국,비수도권,제주,60㎡이하,2017,7,5152,1561,비쌈,2017-07-01 00:00:00
1493,대한민국,비수도권,제주,60㎡초과 85㎡이하,2017,7,3270,990,보통,2017-07-01 00:00:00
1494,대한민국,비수도권,제주,85㎡초과 102㎡이하,2017,7,4809,1457,보통,2017-07-01 00:00:00
1495,대한민국,비수도권,제주,102㎡초과,2017,7,4800,1454,보통,2017-07-01 00:00:00
1496,대한민국,수도권,서울,60㎡이하,2017,8,6371,1930,비쌈,2017-08-01 00:00:00
1497,대한민국,수도권,서울,60㎡초과 85㎡이하,2017,8,5948,1802,비쌈,2017-08-01 00:00:00
1498,대한민국,수도권,서울,85㎡초과 102㎡이하,2017,8,7067,2141,비쌈,2017-08-01 00:00:00
1499,대한민국,수도권,서울,102㎡초과,2017,8,6254,1895,비쌈,2017-08-01 00:00:00
1500,대한민국,수도권,인천,60㎡이하,2017,8,3209,972,보통,2017-08-01 00:00:00
1501,대한민국,수도권,인천,60㎡초과 85㎡이하,2017,8,3276,992,보통,2017-08-01 00:00:00
1502,대한민국,수도권,인천,85㎡초과 102㎡이하,2017,8,3427,1038,보통,2017-08-01 00:00:00
1503,대한민국,수도권,인천,102㎡초과,2017,8,4986,1510,비쌈,2017-08-01 00:00:00
1504,대한민국,수도권,경기,60㎡이하,2017,8,3858,1169,보통,2017-08-01 00:00:00
1505,대한민국,수도권,경기,60㎡초과 85㎡이하,2017,8,3623,1097,보통,2017-08-01 00:00:00
1506,대한민국,수도권,경기,85㎡초과 102㎡이하,2017,8,3694,1119,보통,2017-08-01 00:00:00
1507,대한민국,수도권,경기,102㎡초과,2017,8,4037,1223,보통,2017-08-01 00:00:00
1508,대한민국,비수도권,부산,60㎡이하,2017,8,3457,1047,보통,2017-08-01 00:00:00
1509,대한민국,비수도권,부산,60㎡초과 85㎡이하,2017,8,3639,1102,보통,2017-08-01 00:00:00
1510,대한민국,비수도권,부산,85㎡초과 102㎡이하,2017,8,3455,1046,보통,2017-08-01 00:00:00
1511,대한민국,비수도권,부산,102㎡초과,2017,8,3642,1103,보통,2017-08-01 00:00:00
1512,대한민국,비수도권,대구,60㎡이하,2017,8,3262,988,보통,2017-08-01 00:00:00
1513,대한민국,비수도권,대구,60㎡초과 85㎡이하,2017,8,3993,1210,보통,2017-08-01 00:00:00
1514,대한민국,비수도권,대구,85㎡초과 102㎡이하,2017,8,,,FALSE,2017-08-01 00:00:00
1515,대한민국,비수도권,대구,102㎡초과,2017,8,4712,1427,보통,2017-08-01 00:00:00
1516,대한민국,비수도권,광주,60㎡이하,2017,8,,,FALSE,2017-08-01 00:00:00
1517,대한민국,비수도권,광주,60㎡초과 85㎡이하,2017,8,2890,875,보통,2017-08-01 00:00:00
1518,대한민국,비수도권,광주,85㎡초과 102㎡이하,2017,8,2880,872,보통,2017-08-01 00:00:00
1519,대한민국,비수도권,광주,102㎡초과,2017,8,3358,1017,보통,2017-08-01 00:00:00
1520,대한민국,비수도권,대전,60㎡이하,2017,8,2849,863,보통,2017-08-01 00:00:00
1521,대한민국,비수도권,대전,60㎡초과 85㎡이하,2017,8,2699,817,보통,2017-08-01 00:00:00
1522,대한민국,비수도권,대전,85㎡초과 102㎡이하,2017,8,2834,858,보통,2017-08-01 00:00:00
1523,대한민국,비수도권,대전,102㎡초과,2017,8,4328,1311,보통,2017-08-01 00:00:00
1524,대한민국,비수도권,울산,60㎡이하,2017,8,2904,880,보통,2017-08-01 00:00:00
1525,대한민국,비수도권,울산,60㎡초과 85㎡이하,2017,8,3594,1089,보통,2017-08-01 00:00:00
1526,대한민국,비수도권,울산,85㎡초과 102㎡이하,2017,8,,,FALSE,2017-08-01 00:00:00
1527,대한민국,비수도권,울산,102㎡초과,2017,8,3137,950,보통,2017-08-01 00:00:00
1528,대한민국,비수도권,세종,60㎡이하,2017,8,2779,842,보통,2017-08-01 00:00:00
1529,대한민국,비수도권,세종,60㎡초과 85㎡이하,2017,8,2703,819,보통,2017-08-01 00:00:00
1530,대한민국,비수도권,세종,85㎡초과 102㎡이하,2017,8,2787,844,보통,2017-08-01 00:00:00
1531,대한민국,비수도권,세종,102㎡초과,2017,8,2719,823,보통,2017-08-01 00:00:00
1532,대한민국,비수도권,강원,60㎡이하,2017,8,2242,679,저렴,2017-08-01 00:00:00
1533,대한민국,비수도권,강원,60㎡초과 85㎡이하,2017,8,2269,687,저렴,2017-08-01 00:00:00
1534,대한민국,비수도권,강원,85㎡초과 102㎡이하,2017,8,2221,673,저렴,2017-08-01 00:00:00
1535,대한민국,비수도권,강원,102㎡초과,2017,8,2401,727,저렴,2017-08-01 00:00:00
1536,대한민국,비수도권,충북,60㎡이하,2017,8,2162,655,저렴,2017-08-01 00:00:00
1537,대한민국,비수도권,충북,60㎡초과 85㎡이하,2017,8,2048,620,저렴,2017-08-01 00:00:00
1538,대한민국,비수도권,충북,85㎡초과 102㎡이하,2017,8,2563,776,저렴,2017-08-01 00:00:00
1539,대한민국,비수도권,충북,102㎡초과,2017,8,2500,757,저렴,2017-08-01 00:00:00
1540,대한민국,비수도권,충남,60㎡이하,2017,8,2328,705,저렴,2017-08-01 00:00:00
1541,대한민국,비수도권,충남,60㎡초과 85㎡이하,2017,8,2269,687,저렴,2017-08-01 00:00:00
1542,대한민국,비수도권,충남,85㎡초과 102㎡이하,2017,8,2963,897,보통,2017-08-01 00:00:00
1543,대한민국,비수도권,충남,102㎡초과,2017,8,2623,794,저렴,2017-08-01 00:00:00
1544,대한민국,비수도권,전북,60㎡이하,2017,8,2352,712,저렴,2017-08-01 00:00:00
1545,대한민국,비수도권,전북,60㎡초과 85㎡이하,2017,8,2211,670,저렴,2017-08-01 00:00:00
1546,대한민국,비수도권,전북,85㎡초과 102㎡이하,2017,8,2456,744,저렴,2017-08-01 00:00:00
1547,대한민국,비수도권,전북,102㎡초과,2017,8,2281,691,저렴,2017-08-01 00:00:00
1548,대한민국,비수도권,전남,60㎡이하,2017,8,2151,651,저렴,2017-08-01 00:00:00
1549,대한민국,비수도권,전남,60㎡초과 85㎡이하,2017,8,2221,673,저렴,2017-08-01 00:00:00
1550,대한민국,비수도권,전남,85㎡초과 102㎡이하,2017,8,2291,694,저렴,2017-08-01 00:00:00
1551,대한민국,비수도권,전남,102㎡초과,2017,8,2197,665,저렴,2017-08-01 00:00:00
1552,대한민국,비수도권,경북,60㎡이하,2017,8,2506,759,저렴,2017-08-01 00:00:00
1553,대한민국,비수도권,경북,60㎡초과 85㎡이하,2017,8,2426,735,저렴,2017-08-01 00:00:00
1554,대한민국,비수도권,경북,85㎡초과 102㎡이하,2017,8,2867,868,보통,2017-08-01 00:00:00
1555,대한민국,비수도권,경북,102㎡초과,2017,8,2624,795,저렴,2017-08-01 00:00:00
1556,대한민국,비수도권,경남,60㎡이하,2017,8,2623,794,저렴,2017-08-01 00:00:00
1557,대한민국,비수도권,경남,60㎡초과 85㎡이하,2017,8,2499,757,저렴,2017-08-01 00:00:00
1558,대한민국,비수도권,경남,85㎡초과 102㎡이하,2017,8,3042,921,보통,2017-08-01 00:00:00
1559,대한민국,비수도권,경남,102㎡초과,2017,8,2868,869,보통,2017-08-01 00:00:00
1560,대한민국,비수도권,제주,60㎡이하,2017,8,5152,1561,비쌈,2017-08-01 00:00:00
1561,대한민국,비수도권,제주,60㎡초과 85㎡이하,2017,8,3270,990,보통,2017-08-01 00:00:00
1562,대한민국,비수도권,제주,85㎡초과 102㎡이하,2017,8,4809,1457,보통,2017-08-01 00:00:00
1563,대한민국,비수도권,제주,102㎡초과,2017,8,4800,1454,보통,2017-08-01 00:00:00
1564,대한민국,수도권,서울,60㎡이하,2017,9,6767,2050,비쌈,2017-09-01 00:00:00
1565,대한민국,수도권,서울,60㎡초과 85㎡이하,2017,9,5938,1799,비쌈,2017-09-01 00:00:00
1566,대한민국,수도권,서울,85㎡초과 102㎡이하,2017,9,7887,2390,비쌈,2017-09-01 00:00:00
1567,대한민국,수도권,서울,102㎡초과,2017,9,6689,2026,비쌈,2017-09-01 00:00:00
1568,대한민국,수도권,인천,60㎡이하,2017,9,3330,1009,보통,2017-09-01 00:00:00
1569,대한민국,수도권,인천,60㎡초과 85㎡이하,2017,9,3307,1002,보통,2017-09-01 00:00:00
1570,대한민국,수도권,인천,85㎡초과 102㎡이하,2017,9,3478,1053,보통,2017-09-01 00:00:00
1571,대한민국,수도권,인천,102㎡초과,2017,9,4986,1510,비쌈,2017-09-01 00:00:00
1572,대한민국,수도권,경기,60㎡이하,2017,9,3902,1182,보통,2017-09-01 00:00:00
1573,대한민국,수도권,경기,60㎡초과 85㎡이하,2017,9,3601,1091,보통,2017-09-01 00:00:00
1574,대한민국,수도권,경기,85㎡초과 102㎡이하,2017,9,3696,1120,보통,2017-09-01 00:00:00
1575,대한민국,수도권,경기,102㎡초과,2017,9,4045,1225,보통,2017-09-01 00:00:00
1576,대한민국,비수도권,부산,60㎡이하,2017,9,3467,1050,보통,2017-09-01 00:00:00
1577,대한민국,비수도권,부산,60㎡초과 85㎡이하,2017,9,3558,1078,보통,2017-09-01 00:00:00
1578,대한민국,비수도권,부산,85㎡초과 102㎡이하,2017,9,3442,1043,보통,2017-09-01 00:00:00
1579,대한민국,비수도권,부산,102㎡초과,2017,9,3636,1101,보통,2017-09-01 00:00:00
1580,대한민국,비수도권,대구,60㎡이하,2017,9,3454,1046,보통,2017-09-01 00:00:00
1581,대한민국,비수도권,대구,60㎡초과 85㎡이하,2017,9,3824,1158,보통,2017-09-01 00:00:00
1582,대한민국,비수도권,대구,85㎡초과 102㎡이하,2017,9,,,FALSE,2017-09-01 00:00:00
1583,대한민국,비수도권,대구,102㎡초과,2017,9,4073,1234,보통,2017-09-01 00:00:00
1584,대한민국,비수도권,광주,60㎡이하,2017,9,,,FALSE,2017-09-01 00:00:00
1585,대한민국,비수도권,광주,60㎡초과 85㎡이하,2017,9,2935,889,보통,2017-09-01 00:00:00
1586,대한민국,비수도권,광주,85㎡초과 102㎡이하,2017,9,2880,872,보통,2017-09-01 00:00:00
1587,대한민국,비수도권,광주,102㎡초과,2017,9,3037,920,보통,2017-09-01 00:00:00
1588,대한민국,비수도권,대전,60㎡이하,2017,9,3019,914,보통,2017-09-01 00:00:00
1589,대한민국,비수도권,대전,60㎡초과 85㎡이하,2017,9,2857,865,보통,2017-09-01 00:00:00
1590,대한민국,비수도권,대전,85㎡초과 102㎡이하,2017,9,2834,858,보통,2017-09-01 00:00:00
1591,대한민국,비수도권,대전,102㎡초과,2017,9,4328,1311,보통,2017-09-01 00:00:00
1592,대한민국,비수도권,울산,60㎡이하,2017,9,2904,880,보통,2017-09-01 00:00:00
1593,대한민국,비수도권,울산,60㎡초과 85㎡이하,2017,9,3594,1089,보통,2017-09-01 00:00:00
1594,대한민국,비수도권,울산,85㎡초과 102㎡이하,2017,9,,,FALSE,2017-09-01 00:00:00
1595,대한민국,비수도권,울산,102㎡초과,2017,9,3137,950,보통,2017-09-01 00:00:00
1596,대한민국,비수도권,세종,60㎡이하,2017,9,2803,849,보통,2017-09-01 00:00:00
1597,대한민국,비수도권,세종,60㎡초과 85㎡이하,2017,9,2684,813,보통,2017-09-01 00:00:00
1598,대한민국,비수도권,세종,85㎡초과 102㎡이하,2017,9,2796,847,보통,2017-09-01 00:00:00
1599,대한민국,비수도권,세종,102㎡초과,2017,9,2799,848,보통,2017-09-01 00:00:00
1600,대한민국,비수도권,강원,60㎡이하,2017,9,2237,677,저렴,2017-09-01 00:00:00
1601,대한민국,비수도권,강원,60㎡초과 85㎡이하,2017,9,2225,674,저렴,2017-09-01 00:00:00
1602,대한민국,비수도권,강원,85㎡초과 102㎡이하,2017,9,2221,673,저렴,2017-09-01 00:00:00
1603,대한민국,비수도권,강원,102㎡초과,2017,9,2319,702,저렴,2017-09-01 00:00:00
1604,대한민국,비수도권,충북,60㎡이하,2017,9,2162,655,저렴,2017-09-01 00:00:00
1605,대한민국,비수도권,충북,60㎡초과 85㎡이하,2017,9,2053,622,저렴,2017-09-01 00:00:00
1606,대한민국,비수도권,충북,85㎡초과 102㎡이하,2017,9,2563,776,저렴,2017-09-01 00:00:00
1607,대한민국,비수도권,충북,102㎡초과,2017,9,2500,757,저렴,2017-09-01 00:00:00
1608,대한민국,비수도권,충남,60㎡이하,2017,9,2328,705,저렴,2017-09-01 00:00:00
1609,대한민국,비수도권,충남,60㎡초과 85㎡이하,2017,9,2269,687,저렴,2017-09-01 00:00:00
1610,대한민국,비수도권,충남,85㎡초과 102㎡이하,2017,9,2963,897,보통,2017-09-01 00:00:00
1611,대한민국,비수도권,충남,102㎡초과,2017,9,2623,794,저렴,2017-09-01 00:00:00
1612,대한민국,비수도권,전북,60㎡이하,2017,9,2294,695,저렴,2017-09-01 00:00:00
1613,대한민국,비수도권,전북,60㎡초과 85㎡이하,2017,9,2219,672,저렴,2017-09-01 00:00:00
1614,대한민국,비수도권,전북,85㎡초과 102㎡이하,2017,9,,,FALSE,2017-09-01 00:00:00
1615,대한민국,비수도권,전북,102㎡초과,2017,9,2138,647,저렴,2017-09-01 00:00:00
1616,대한민국,비수도권,전남,60㎡이하,2017,9,2151,651,저렴,2017-09-01 00:00:00
1617,대한민국,비수도권,전남,60㎡초과 85㎡이하,2017,9,2221,673,저렴,2017-09-01 00:00:00
1618,대한민국,비수도권,전남,85㎡초과 102㎡이하,2017,9,2291,694,저렴,2017-09-01 00:00:00
1619,대한민국,비수도권,전남,102㎡초과,2017,9,2197,665,저렴,2017-09-01 00:00:00
1620,대한민국,비수도권,경북,60㎡이하,2017,9,2488,753,저렴,2017-09-01 00:00:00
1621,대한민국,비수도권,경북,60㎡초과 85㎡이하,2017,9,2413,731,저렴,2017-09-01 00:00:00
1622,대한민국,비수도권,경북,85㎡초과 102㎡이하,2017,9,2867,868,보통,2017-09-01 00:00:00
1623,대한민국,비수도권,경북,102㎡초과,2017,9,2969,899,보통,2017-09-01 00:00:00
1624,대한민국,비수도권,경남,60㎡이하,2017,9,2623,794,저렴,2017-09-01 00:00:00
1625,대한민국,비수도권,경남,60㎡초과 85㎡이하,2017,9,2494,755,저렴,2017-09-01 00:00:00
1626,대한민국,비수도권,경남,85㎡초과 102㎡이하,2017,9,3983,1206,보통,2017-09-01 00:00:00
1627,대한민국,비수도권,경남,102㎡초과,2017,9,3148,953,보통,2017-09-01 00:00:00
1628,대한민국,비수도권,제주,60㎡이하,2017,9,5380,1630,비쌈,2017-09-01 00:00:00
1629,대한민국,비수도권,제주,60㎡초과 85㎡이하,2017,9,3150,954,보통,2017-09-01 00:00:00
1630,대한민국,비수도권,제주,85㎡초과 102㎡이하,2017,9,,,FALSE,2017-09-01 00:00:00
1631,대한민국,비수도권,제주,102㎡초과,2017,9,,,FALSE,2017-09-01 00:00:00
1632,대한민국,수도권,서울,60㎡이하,2017,10,6815,2065,비쌈,2017-10-01 00:00:00
1633,대한민국,수도권,서울,60㎡초과 85㎡이하,2017,10,5934,1798,비쌈,2017-10-01 00:00:00
1634,대한민국,수도권,서울,85㎡초과 102㎡이하,2017,10,7274,2204,비쌈,2017-10-01 00:00:00
1635,대한민국,수도권,서울,102㎡초과,2017,10,6559,1987,비쌈,2017-10-01 00:00:00
1636,대한민국,수도권,인천,60㎡이하,2017,10,3330,1009,보통,2017-10-01 00:00:00
1637,대한민국,수도권,인천,60㎡초과 85㎡이하,2017,10,3306,1001,보통,2017-10-01 00:00:00
1638,대한민국,수도권,인천,85㎡초과 102㎡이하,2017,10,3445,1043,보통,2017-10-01 00:00:00
1639,대한민국,수도권,인천,102㎡초과,2017,10,4835,1465,보통,2017-10-01 00:00:00
1640,대한민국,수도권,경기,60㎡이하,2017,10,3829,1160,보통,2017-10-01 00:00:00
1641,대한민국,수도권,경기,60㎡초과 85㎡이하,2017,10,3574,1083,보통,2017-10-01 00:00:00
1642,대한민국,수도권,경기,85㎡초과 102㎡이하,2017,10,3769,1142,보통,2017-10-01 00:00:00
1643,대한민국,수도권,경기,102㎡초과,2017,10,4009,1214,보통,2017-10-01 00:00:00
1644,대한민국,비수도권,부산,60㎡이하,2017,10,3587,1086,보통,2017-10-01 00:00:00
1645,대한민국,비수도권,부산,60㎡초과 85㎡이하,2017,10,3735,1131,보통,2017-10-01 00:00:00
1646,대한민국,비수도권,부산,85㎡초과 102㎡이하,2017,10,3454,1046,보통,2017-10-01 00:00:00
1647,대한민국,비수도권,부산,102㎡초과,2017,10,3549,1075,보통,2017-10-01 00:00:00
1648,대한민국,비수도권,대구,60㎡이하,2017,10,3454,1046,보통,2017-10-01 00:00:00
1649,대한민국,비수도권,대구,60㎡초과 85㎡이하,2017,10,3824,1158,보통,2017-10-01 00:00:00
1650,대한민국,비수도권,대구,85㎡초과 102㎡이하,2017,10,,,FALSE,2017-10-01 00:00:00
1651,대한민국,비수도권,대구,102㎡초과,2017,10,4073,1234,보통,2017-10-01 00:00:00
1652,대한민국,비수도권,광주,60㎡이하,2017,10,2776,841,보통,2017-10-01 00:00:00
1653,대한민국,비수도권,광주,60㎡초과 85㎡이하,2017,10,2906,880,보통,2017-10-01 00:00:00
1654,대한민국,비수도권,광주,85㎡초과 102㎡이하,2017,10,2880,872,보통,2017-10-01 00:00:00
1655,대한민국,비수도권,광주,102㎡초과,2017,10,3016,913,보통,2017-10-01 00:00:00
1656,대한민국,비수도권,대전,60㎡이하,2017,10,2729,826,보통,2017-10-01 00:00:00
1657,대한민국,비수도권,대전,60㎡초과 85㎡이하,2017,10,2715,822,보통,2017-10-01 00:00:00
1658,대한민국,비수도권,대전,85㎡초과 102㎡이하,2017,10,3067,929,보통,2017-10-01 00:00:00
1659,대한민국,비수도권,대전,102㎡초과,2017,10,,,FALSE,2017-10-01 00:00:00
1660,대한민국,비수도권,울산,60㎡이하,2017,10,2904,880,보통,2017-10-01 00:00:00
1661,대한민국,비수도권,울산,60㎡초과 85㎡이하,2017,10,3388,1026,보통,2017-10-01 00:00:00
1662,대한민국,비수도권,울산,85㎡초과 102㎡이하,2017,10,,,FALSE,2017-10-01 00:00:00
1663,대한민국,비수도권,울산,102㎡초과,2017,10,2761,836,보통,2017-10-01 00:00:00
1664,대한민국,비수도권,세종,60㎡이하,2017,10,2760,836,보통,2017-10-01 00:00:00
1665,대한민국,비수도권,세종,60㎡초과 85㎡이하,2017,10,2723,825,보통,2017-10-01 00:00:00
1666,대한민국,비수도권,세종,85㎡초과 102㎡이하,2017,10,2790,845,보통,2017-10-01 00:00:00
1667,대한민국,비수도권,세종,102㎡초과,2017,10,2787,844,보통,2017-10-01 00:00:00
1668,대한민국,비수도권,강원,60㎡이하,2017,10,2225,674,저렴,2017-10-01 00:00:00
1669,대한민국,비수도권,강원,60㎡초과 85㎡이하,2017,10,2266,686,저렴,2017-10-01 00:00:00
1670,대한민국,비수도권,강원,85㎡초과 102㎡이하,2017,10,2012,609,저렴,2017-10-01 00:00:00
1671,대한민국,비수도권,강원,102㎡초과,2017,10,2392,724,저렴,2017-10-01 00:00:00
1672,대한민국,비수도권,충북,60㎡이하,2017,10,2162,655,저렴,2017-10-01 00:00:00
1673,대한민국,비수도권,충북,60㎡초과 85㎡이하,2017,10,2058,623,저렴,2017-10-01 00:00:00
1674,대한민국,비수도권,충북,85㎡초과 102㎡이하,2017,10,2563,776,저렴,2017-10-01 00:00:00
1675,대한민국,비수도권,충북,102㎡초과,2017,10,2500,757,저렴,2017-10-01 00:00:00
1676,대한민국,비수도권,충남,60㎡이하,2017,10,2402,727,저렴,2017-10-01 00:00:00
1677,대한민국,비수도권,충남,60㎡초과 85㎡이하,2017,10,2298,696,저렴,2017-10-01 00:00:00
1678,대한민국,비수도권,충남,85㎡초과 102㎡이하,2017,10,2963,897,보통,2017-10-01 00:00:00
1679,대한민국,비수도권,충남,102㎡초과,2017,10,2623,794,저렴,2017-10-01 00:00:00
1680,대한민국,비수도권,전북,60㎡이하,2017,10,2259,684,저렴,2017-10-01 00:00:00
1681,대한민국,비수도권,전북,60㎡초과 85㎡이하,2017,10,2173,658,저렴,2017-10-01 00:00:00
1682,대한민국,비수도권,전북,85㎡초과 102㎡이하,2017,10,,,FALSE,2017-10-01 00:00:00
1683,대한민국,비수도권,전북,102㎡초과,2017,10,2138,647,저렴,2017-10-01 00:00:00
1684,대한민국,비수도권,전남,60㎡이하,2017,10,2405,728,저렴,2017-10-01 00:00:00
